tweet_id	id	name	location	url	description	followers_count	favourites_count	statuses_count	created_at	utc_offset	time_zone	profile_background_color	profile_background_image_url	profile_background_image_url_https	profile_background_tile	profile_link_color	profile_sidebar_border_color	profile_sidebar_fill_color	profile_text_color	profile_use_background_image	profile_image_url	default_profile	default_profile_image	following	follow_request_sent	notifications
870433536188219392	2865781802	Bad Liar	New Bern, NC	None	https://itun.es/us/y1IQjb?i=1235889497	869	655	17162	Sun Oct 19 20:43:19 +0000 2014	None	None	C0DEED	http://pbs.twimg.com/profile_background_images/530372406792040450/TJBFiH2A.jpeg	https://pbs.twimg.com/profile_background_images/530372406792040450/TJBFiH2A.jpeg	True	0084B4	FFFFFF	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/868995931039027200/BPVxsXXH_normal.jpg	False	False	None	None	None
870433536649678848	2726864655	Isabel Campos	None	None	None	226	11222	2938	Mon Jul 28 00:50:24 +0000 2014	None	None	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/870427322234671105/DQlGmS4F_normal.jpg	True	False	None	None	None
870433537819897856	3102592241	Sierra Kummings	New York	http://www.sierrakummings.com	Author of contemporary erotic romance, and mother to an incredible little girl who inspires her every day.	10433	5217	72092	Sat Mar 21 19:36:50 +0000 2015	-14400	Eastern Time (US & Canada)	000000	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	9266CC	000000	000000	000000	False	http://pbs.twimg.com/profile_images/850354949808693252/WwJdZtPv_normal.jpg	False	False	None	None	None
870433540197933056	48673284	BandieraRossa	None	None	I'll keep the Red Flag flying here. Favourites are not likes but bookmarks.	3075	3252	125037	Fri Jun 19 10:50:19 +0000 2009	36000	Sydney	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/271000509/fran_b_normal.jpg	True	False	None	None	None
870433542861234176	613273218	alexandria saavedra	California, USA	None	None	84	19921	577	Wed Jun 20 06:30:46 +0000 2012	None	None	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	70092B	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/867908945117159424/MH1pbLzG_normal.jpg	False	False	None	None	None
870431046252191744	2177166281	gemini szn.	u0636u0627u0626u0639	http://wp.me/p7NA1i-1g	i choose me.	1823	59567	58479	Mon Nov 11 18:09:52 +0000 2013	None	None	000000	http://pbs.twimg.com/profile_background_images/628705192460955648/KW4ksV5L.jpg	https://pbs.twimg.com/profile_background_images/628705192460955648/KW4ksV5L.jpg	True	F5ABB5	000000	000000	000000	True	http://pbs.twimg.com/profile_images/869073019431395328/9Dq-zCob_normal.jpg	False	False	None	None	None
870433543926812672	276532425	miahud83dudc18	ny	http://miahabraham.vsco.com	ndbg 1.25.16    ud83cudf39ud83cudf39ud83cudf39ud83cudf39ud83cudf39ud83cudf39	430	20257	9342	Sun Apr 03 15:12:43 +0000 2011	-14400	Eastern Time (US & Canada)	9A66BD	http://pbs.twimg.com/profile_background_images/551202587928571904/r8YIHd5C.jpeg	https://pbs.twimg.com/profile_background_images/551202587928571904/r8YIHd5C.jpeg	True	9266CC	4B566E	252429	666666	True	http://pbs.twimg.com/profile_images/835324737001832452/vIT3KVrI_normal.jpg	False	False	None	None	None
870433546929700864	828323640533979137	tou00f1ito	hou/satx	None	c/o 17'	332	4827	2175	Sun Feb 05 19:25:20 +0000 2017	-25200	Pacific Time (US & Canada)	F5F8FA			False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/867842564489191426/FNc3BRre_normal.jpg	True	False	None	None	None
870433540873363456	20134951	Jo van Leerdam	Australia	http://www.jvlpoet.com	Poet & Blogger. INFJ. Ravenclaw.  Author of Leaf, New Horizons, Nova and Stained Glass.  All on Amazon, iBooks, kobo & B&N. eBooks all under $3.	1959	543	10794	Thu Feb 05 10:34:23 +0000 2009	36000	Melbourne	000000	http://abs.twimg.com/images/themes/theme3/bg.gif	https://abs.twimg.com/images/themes/theme3/bg.gif	False	FF691F	000000	000000	000000	False	http://pbs.twimg.com/profile_images/816814117239427072/Zxf0Yr6__normal.jpg	False	False	None	None	None
870433548012048389	716012575406891008	braylee	South Carolina, USA	http://harmlesssnesss.tumblr.com	20 | Vegan | Artist | I'm your emo dreamo	142	1346	3314	Fri Apr 01 21:21:15 +0000 2016	-25200	Pacific Time (US & Canada)	F5F8FA			False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/870415552979841024/GS500JLB_normal.jpg	True	False	None	None	None
870433554420903937	28623166	Marshfield News	Marshfield, WI	http://www.marshfieldnewsherald.com	News-Herald Media providing local information the way people want it!	2801	63	38376	Fri Apr 03 18:29:28 +0000 2009	-18000	Central Time (US & Canada)	022330	http://abs.twimg.com/images/themes/theme15/bg.png	https://abs.twimg.com/images/themes/theme15/bg.png	False	0084B4	A8C7F7	C0DFEC	333333	True	http://pbs.twimg.com/profile_images/526400738151235585/WLGoIHOk_normal.jpeg	False	False	None	None	None
870433554945146880	22736351	HTR	Manitowoc, WI	http://www.htrnews.com	The Herald Times Reporter, a Gannett newspaper covering Manitowoc County.	2164	24	28896	Wed Mar 04 05:02:02 +0000 2009	-18000	Central Time (US & Canada)	1B3665	http://pbs.twimg.com/profile_background_images/5272281/Twitter_Logo.png	https://pbs.twimg.com/profile_background_images/5272281/Twitter_Logo.png	False	BD7727	E0E1C8	E0E1C8	000000	False	http://pbs.twimg.com/profile_images/476867054205550593/BO0y_fGb_normal.jpeg	False	False	None	None	None
870433554844573696	16796483	Post-Crescent Media	Appleton-Fox Cities, Wisconsin	http://www.postcrescent.com	Ultimate news source for Wisconsin's Fox Valley, covering Appleton, Neenah, Menasha & surrounding communities. We want to hear from you! http://t.co/ivxgZb0rKT	20079	1472	78508	Wed Oct 15 23:10:54 +0000 2008	-18000	Central Time (US & Canada)	FFFFFF	http://pbs.twimg.com/profile_background_images/8657336/PC-Twitter-Back.gif	https://pbs.twimg.com/profile_background_images/8657336/PC-Twitter-Back.gif	False	202FC5	163F92	FFFFFF	000000	True	http://pbs.twimg.com/profile_images/526737689538617345/ZuFV-kgF_normal.png	False	False	None	None	None
870433555855413249	76453806	Fond du Lac Reporter	Fond du Lac, Wisconsin	http://www.fdlreporter.com	The Fond du Lac area's leading news and information source	5436	49	30727	Tue Sep 22 21:20:39 +0000 2009	-18000	Central Time (US & Canada)	BADFCD	http://pbs.twimg.com/profile_background_images/45087984/twitter_background.jpg	https://pbs.twimg.com/profile_background_images/45087984/twitter_background.jpg	True	FF0000	F2E195	FFF7CC	0C3E53	True	http://pbs.twimg.com/profile_images/445514495/fdl_pic_tweet_normal.jpg	False	False	None	None	None
870433555951824896	18730191	Green Bay Press-Gaz.	Green Bay, WI	http://greenbaypressgazette.com	The latest news and stories from Press-Gazette Media in Green Bay, Wisconsin.	26328	184	118434	Wed Jan 07 17:51:40 +0000 2009	-18000	Central Time (US & Canada)	98A439	http://pbs.twimg.com/profile_background_images/163320563/TWITTERbkground.jpg	https://pbs.twimg.com/profile_background_images/163320563/TWITTERbkground.jpg	False	1A462C	1A462C	C6D077	333333	True	http://pbs.twimg.com/profile_images/531955887615660032/dpKzxK0__normal.png	False	False	None	None	None
870433559735152641	37134946	WCjr.	New York, NY	None	I'm just a dude. Sometimes I surprise myself. Oh, and #imstillwithher	496	561	4702	Sat May 02 03:57:12 +0000 2009	-18000	Quito	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/859108262985306112/_vub3MX9_normal.jpg	True	False	None	None	None
870431046784999427	467987276	kass	Lexington, TN	None	None	183	1012	976	Thu Jan 19 02:03:21 +0000 2012	-25200	Pacific Time (US & Canada)	28C76D	http://abs.twimg.com/images/themes/theme19/bg.gif	https://abs.twimg.com/images/themes/theme19/bg.gif	False	6FCF21	FFFFFF	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/863595247439368192/NAjudPn3_normal.jpg	False	False	None	None	None
870433565724426241	835925003900076032	dunni	None	None	None	3836	0	34	Sun Feb 26 18:50:26 +0000 2017	None	None	F5F8FA			False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/835926151906238464/pxTG-0ZQ_normal.jpg	True	False	None	None	None
870433568253595648	279011411	u0ba4u0bbfu0bb0u0bbeu0bb5u0bbfu0b9fu0ba9u0bcd u0ba8u0bbeu0b9au0bb0u0bcd	chennai	None	u0b92u0b9fu0bc1u0b95u0bcdu0b95u0baau0b9fu0bc1u0bb5u0ba4u0bc1 u0b8eu0ba8u0bcdu0ba4 u0b87u0ba9u0baeu0bbeu0bafu0bbfu0ba9u0bc1u0baeu0bcd u0b85u0ba8u0bcdu0ba4 u0b87u0ba9u0ba4u0bcdu0ba4u0bbfu0ba9u0bcd u0b95u0bc1u0bb0u0bb2u0bbeu0bafu0bcd u0bb5u0bbeu0bb4u0bcdu0bb5u0ba4u0bc7 u0b9au0bbfu0bb1u0baau0bcdu0baau0bc1	4324	48584	47277	Fri Apr 08 12:15:01 +0000 2011	19800	Chennai	000000	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	3B94D9	000000	000000	000000	False	http://pbs.twimg.com/profile_images/867735090322960384/QwL9E3Un_normal.jpg	False	False	None	None	None
870433569163931648	753755481462697984	Scutwork.com	None	http://www.scutwork.com	Insights on residency programs from students and residents who have been there.	117	23	1426	Fri Jul 15 00:58:05 +0000 2016	-14400	Eastern Time (US & Canada)	F5F8FA			False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/753765009444970499/NBGuo2Uy_normal.jpg	True	False	None	None	None
870433569948266496	14253088	Carolyn Smith	North Shore, Auckland	http://www.wisdomseekers.co.nz	Cosmic Connector & Netweaver for Inspiration, Wisdom, Health, Wellbeing & Spiritual growth.  https://www.WisdomSeekers.co.nz ~  Face Book WisdomSeekersNZ	3613	387	221954	Sat Mar 29 20:16:58 +0000 2008	43200	Auckland	000000	http://abs.twimg.com/images/themes/theme4/bg.gif	https://abs.twimg.com/images/themes/theme4/bg.gif	False	981CEB	000000	000000	000000	False	http://pbs.twimg.com/profile_images/1289576046/CarolynProfileFB_normal.jpg	False	False	None	None	None
870433571059548160	3553959854	uc804ud654uc131	None	None	None	4492	0	7223	Sun Sep 13 23:00:49 +0000 2015	None	None	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/643198000777465856/AjfK8bEI_normal.jpg	True	False	None	None	None
870433571864850432	3735069013	Anthony Lopez	Houston, TX	http://www.imdb.com/name/nm7270061/?ref_=fn_al_nm_1	Actor*Model, Olympic qualifier in swimming, Spring Hill College alum, former NASA volunteer/worker, ESL teacher	841	6	2084	Wed Sep 30 08:41:45 +0000 2015	None	None	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/846007717110071297/XREsrjb4_normal.jpg	True	False	None	None	None
870433573072973824	2333872598	DECSA	11515 - 71 St, Edmonton, AB	http://www.decsa.com	We empower people who face barriers such as disability, sexual exploitation, and mental illness by helping them secure employment, education or entrepreneurship	783	284	2770	Sat Feb 08 18:11:34 +0000 2014	None	None	B2DFDA	http://abs.twimg.com/images/themes/theme13/bg.gif	https://abs.twimg.com/images/themes/theme13/bg.gif	False	9266CC	FFFFFF	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/472133364548243456/uZrzvRmH_normal.jpeg	False	False	None	None	None
870433574952067073	40896178	Ashlie Dove	Canada	http://www.yogiseeker.com	YogiSeeker makes finding yoga studios, classes, training, and instructors a snap.	2809	0	10306	Mon May 18 15:32:27 +0000 2009	-21600	Mountain Time (US & Canada)	BC7CC2	http://pbs.twimg.com/profile_background_images/21765202/twitteryoga.JPG	https://pbs.twimg.com/profile_background_images/21765202/twitteryoga.JPG	False	0E0EF2	F7C9F2	F8CCFF	333333	True	http://pbs.twimg.com/profile_images/398278003/twitterash_normal.JPG	False	False	None	None	None
870433578034880513	1352800052	Sam @sleep forever	None	None	Sam Calow  20 y/o fashion student and illustrator. trans man he/him/his icon by @peach_herald	517	33249	11363	Sun Apr 14 21:06:14 +0000 2013	-25200	Pacific Time (US & Canada)	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/854887986810540032/I9oPc4sQ_normal.jpg	True	False	None	None	None
870433578387202048	849019307270918144	manda.exe	gay	https://twitter.com/novalillies	im a bot!!!!!!	7	2	7342	Mon Apr 03 22:02:31 +0000 2017	None	None	000000	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	F58EA8	000000	000000	000000	False	http://pbs.twimg.com/profile_images/849020129450971136/DI1r07MB_normal.jpg	False	False	None	None	None
870431047447584768	2896862701	Sun Devil Club	Tempe, AZ	http://www.sundevilclub.com	Competition. Classroom. Community. Character. Career. #FuelOurFuture at 480-727-7700 or email us info@sundevilclub.com	1445	86	2363	Tue Nov 11 18:22:08 +0000 2014	None	None	000000	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	FFCC4D	000000	000000	000000	False	http://pbs.twimg.com/profile_images/843508303095189504/2CNoWcJt_normal.jpg	False	False	None	None	None
870433580593197056	98944187	504ud83cudf52	New Orleans, LA	None	WANTED TO STUNT WITH YOU BABY NOW I GOTTA STUNT ON YOU.	9795	4724	38626	Wed Dec 23 19:28:20 +0000 2009	-21600	Mountain Time (US & Canada)	FF008C	http://pbs.twimg.com/profile_background_images/378800000178984926/nSb8qXg2.jpeg	https://pbs.twimg.com/profile_background_images/378800000178984926/nSb8qXg2.jpeg	True	1B95E0	FFFFFF	DB1956	120812	True	http://pbs.twimg.com/profile_images/870405503980978176/iGIKsbxj_normal.jpg	False	False	None	None	None
870433578039091200	389578779	Hayley McLean-Glass	Devon	http://www.sparklesandstretchmarks.com	Mummy to 3 beautiful boys under the age of 4. @Tots100 #1 Family Blogger at http://www.sparklesandstretchmarks.com	11570	2128	66318	Wed Oct 12 17:16:24 +0000 2011	3600	London	000000	http://abs.twimg.com/images/themes/theme18/bg.gif	https://abs.twimg.com/images/themes/theme18/bg.gif	False	91D2FA	000000	000000	000000	False	http://pbs.twimg.com/profile_images/830104408461627392/y2SXHdvG_normal.jpg	False	False	None	None	None
870433578861027328	746868729632325632	Joy	Arizona, USA	http://radioactiveteenager.tumblr.com/	Hellooo! My name is Joy. I love nature/ animal photography, animals/nature in general (though horses, dogs and wolves are my favorites), reading, and animation!	16	0	13	Sun Jun 26 00:52:36 +0000 2016	None	None	000000	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	19CF86	000000	000000	000000	False	http://pbs.twimg.com/profile_images/746869610759102464/dkdeujer_normal.jpg	False	False	None	None	None
870433581738237952	81007504	Venus Fly Trap	None	http://vxvxxnx.tumblr.com	queer chicanx she/her/hers/they/them	202	1976	8895	Fri Oct 09 02:34:16 +0000 2009	None	None	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/670516154918572032/m6tQbWRY_normal.jpg	True	False	None	None	None
870433582711484416	2347499112	Nancy Kilgore, M.S.	WORLD	http://www.hope4siblings.com	#depression of SIBLING #child abuse, #anxiety Referral Therapy 4 Sibling Abuse Survivors, National Author, Activist: I AM THE  VIRTUAL ASSISTANT	9674	825	374875	Sun Feb 16 22:04:01 +0000 2014	-25200	Pacific Time (US & Canada)	41D4A3	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	41D4A3	C0DEED	DDEEF6	333333	False	http://pbs.twimg.com/profile_images/547297845582110720/U-OyusAl_normal.jpeg	False	False	None	None	None
870433584942911488	4064593997	( u0361u00b0 u035cu0296 u0361u00b0)	None	None	I'm about as cool as lukewarm water	81	453	1380	Thu Oct 29 01:45:06 +0000 2015	None	None	C0DEED	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1DA1F2	C0DEED	DDEEF6	333333	True	http://pbs.twimg.com/profile_images/850411982708776961/DLn9qwHw_normal.jpg	True	False	None	None	None
870433585148289024	861516930242433024	Catherine fawcett	None	None	None	6	326	209	Mon May 08 09:43:37 +0000 2017	None	None	F5F8FA			False	1DA1F2	C0DEED	DDEEF6	333333	True	http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png	True	False	None	None	None
870433593549631489	837831321196048384	KMCPhotography	New York, NY & Los Angeles, CA	https://500px.com/kathymarieimages	Photographer, Traveler, Hiker & Bicyclist. Big fan of Burlesque and lover of horror films & TV shows. Weekly commuter from NYC to Los Angeles and back again.	150	42	213	Sat Mar 04 01:05:27 +0000 2017	None	None	000000	http://abs.twimg.com/images/themes/theme1/bg.png	https://abs.twimg.com/images/themes/theme1/bg.png	False	1B95E0	000000	000000	000000	False	http://pbs.twimg.com/profile_images/861921971172511745/TMFbOQTd_normal.jpg	False	False	None	None	None
